Points:0, Points:1, Points:2, scalars
0.47686E+01, 0.17112E+01, 0.21840E+00, 1
0.10100E+01, 0.43777E+01, -0.27525E+00, 1
-0.21777E+01, 0.17827E+01, -0.22427E+00, 1
0.12448E+01, 0.39975E+01, 0.16648E+00, 1
-0.17150E+01, 0.45297E+01, -0.51736E+00, 1
-0.28167E+01, -0.70755E+00, 0.12537E-01, 1
-0.31767E+00, 0.51320E+01, 0.10467E+00, 1
-0.29200E+01, 0.10315E+00, 0.17606E+00, 1
0.34614E+01, 0.24754E+01, -0.29093E+00, 1
-0.32734E+01, -0.22168E+01, -0.38117E+00, 1
-0.20558E+01, -0.64128E+00, 0.24789E+00, 1
-0.24553E+01, -0.25235E+01, -0.12357E-01, 1
-0.17748E+01, 0.39219E+01, 0.32667E+00, 1
-0.35684E+01, -0.39505E+01, -0.45986E+00, 1
0.45269E+01, 0.13463E+01, 0.81314E-01, 1
0.41284E+01, 0.93051E+00, 0.11309E+00, 1
-0.21859E+01, 0.28987E+01, -0.13706E+00, 1
0.57087E+01, 0.58679E+00, -0.19878E+00, 1
0.13802E+01, 0.31327E+01, 0.10689E+00, 1
-0.25154E+01, 0.10684E+01, 0.46696E-01, 1
-0.19376E+01, 0.32268E+00, -0.40315E+00, 1
0.39143E+01, 0.23665E+01, 0.23120E+00, 1
-0.31823E+01, -0.22754E+01, 0.18025E+00, 1
-0.29026E+01, -0.41637E+01, 0.31624E+00, 1
-0.19009E+01, 0.16427E+01, 0.15535E+00, 1
-0.26037E+01, -0.21349E+01, 0.46507E+00, 1
-0.15450E+01, 0.38651E+01, 0.36803E+00, 1
-0.26651E+01, 0.15601E+01, 0.14050E+00, 1
-0.19241E+01, 0.20265E+01, -0.27973E+00, 1
-0.22660E+01, 0.86213E+00, -0.53759E+00, 1
0.17527E+01, 0.34583E+01, 0.10869E-02, 1
-0.26752E+01, -0.16834E+01, -0.35565E-01, 1
-0.25239E+01, -0.38014E+00, -0.15600E+00, 1
-0.16780E+01, 0.37818E+01, 0.11911E+00, 1
-0.13701E+01, 0.42592E+01, -0.11407E-01, 1
0.29851E+01, 0.18296E+01, -0.86159E-01, 1
0.31798E+01, 0.16533E+01, -0.27393E+00, 1
-0.29748E+01, -0.15047E+01, -0.46712E+00, 1
-0.14751E+01, 0.45584E+01, -0.45721E+00, 1
0.56000E+01, 0.14474E+00, -0.13764E+00, 1
-0.73974E+00, 0.51946E+01, 0.49574E+00, 1
0.56015E+01, 0.38668E+00, -0.81376E-03, 1
0.16264E+01, 0.33145E+01, -0.42945E+00, 1
-0.21452E+01, 0.34718E+00, -0.60380E-01, 1
0.45755E+01, 0.15974E+01, -0.13446E+00, 1
0.25088E+00, 0.38968E+01, -0.30444E+00, 1
0.15337E+01, 0.36908E+01, -0.37679E+00, 1
-0.17053E+01, 0.21228E+01, 0.10526E+00, 1
0.25607E+01, 0.26384E+01, -0.31319E-01, 1
-0.22484E+01, 0.21555E+01, 0.40404E+00, 1
-0.14986E+01, 0.22971E+01, 0.32007E-01, 1
-0.18649E+01, 0.25669E+01, -0.33383E+00, 1
-0.30938E+01, -0.28939E+01, -0.39614E+00, 1
-0.32008E+01, -0.37913E+01, 0.45470E+00, 1
-0.33019E+01, -0.30935E+01, -0.37878E+00, 1
