Points:0, Points:1, Points:2, scalars
0.14661E+04, 0.34166E+03, -0.96123E+03, 1
0.15099E+04, 0.48448E+03, -0.10101E+04, 1
0.15110E+04, 0.48571E+03, -0.10747E+04, 1
0.14534E+04, 0.44431E+03, -0.96111E+03, 1
0.15853E+04, -0.30966E+02, -0.96525E+03, 1
0.15130E+04, 0.95331E+02, -0.96235E+03, 1
0.14374E+04, 0.43121E+03, -0.96164E+03, 1
0.15074E+04, 0.48427E+03, -0.10416E+04, 1
0.14538E+04, 0.33070E+03, -0.96443E+03, 1
0.15404E+04, 0.47506E+02, -0.96463E+03, 1
0.15141E+04, 0.10480E+03, -0.96115E+03, 1
0.15471E+04, 0.45881E+02, -0.96258E+03, 1
0.15058E+04, 0.48578E+03, -0.11149E+04, 1
0.15109E+04, 0.48541E+03, -0.96592E+03, 1
0.14674E+04, 0.34037E+03, -0.95973E+03, 1
0.14691E+04, 0.33681E+03, -0.96189E+03, 1
0.14508E+04, 0.20774E+03, -0.96356E+03, 1
0.15111E+04, 0.48597E+03, -0.11260E+04, 1
0.14618E+04, 0.44436E+03, -0.96156E+03, 1
0.14823E+04, 0.15060E+03, -0.96206E+03, 1
0.14972E+04, 0.13426E+03, -0.96461E+03, 1
0.15869E+04, -0.43236E+02, -0.10363E+04, 1
0.15407E+04, 0.46142E+02, -0.96090E+03, 1
0.15754E+04, -0.65461E+01, -0.96060E+03, 1
0.15793E+04, -0.25773E+02, -0.96058E+03, 1
0.15398E+04, 0.55896E+02, -0.95989E+03, 1
0.15871E+04, -0.39625E+02, -0.95961E+03, 1
0.14747E+04, 0.16443E+03, -0.96176E+03, 1
0.14675E+04, 0.18488E+03, -0.96533E+03, 1
0.15868E+04, -0.37151E+02, -0.96549E+03, 1
0.14636E+04, 0.37957E+03, -0.96248E+03, 1
0.15753E+04, -0.18163E+02, -0.96349E+03, 1
0.15087E+04, 0.10825E+03, -0.96540E+03, 1
0.14971E+04, 0.49921E+03, -0.11482E+04, 1
0.14303E+04, 0.25649E+03, -0.96270E+03, 1
0.14788E+04, 0.45842E+03, -0.96304E+03, 1
0.15099E+04, 0.48973E+03, -0.10744E+04, 1
0.15282E+04, 0.71158E+02, -0.96518E+03, 1
0.14231E+04, 0.26341E+03, -0.96547E+03, 1
0.15095E+04, 0.48984E+03, -0.11292E+04, 1
0.15852E+04, -0.41383E+02, -0.96953E+03, 1
0.15881E+04, -0.37584E+02, -0.10672E+04, 1
0.14609E+04, 0.44702E+03, -0.96546E+03, 1
0.14981E+04, 0.13401E+03, -0.96333E+03, 1
0.14870E+04, 0.47253E+03, -0.96385E+03, 1
